,material_id,space_group,K_VRH,kpoint_density,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,density,vpa,packing fraction
1089,mp-758104,123,142.2159855,7000,25,46,21,38.78125,9.474609375,46,52,62,10,58.5625,4.51171875,62,54.938045,106.42,51.481955,88.72307797,23.22721017,106.42,1519,1828.05,309.05,1721.814062,139.434668,1828.05,7,10,3,8.96875,1.353515625,10,4,5,1,4.65625,0.451171875,5,139,139,0,139,0,139,1.55,2.2,0.65,1.9765625,0.293261719,2.2,0,2,2,0.6875,0.90234375,0,0,0,0,0,0,0,5,10,5,8.28125,2.255859375,10,0,0,0,0,0,0,7,10,3,8.96875,1.353515625,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.71875,2.255859375,0,0,0,0,0,0,0,0,5,5,1.71875,2.255859375,0,10.48758621,14.41,3.922413793,13.06167026,1.769682786,14.41,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000106604,0.000139918,0,217,225,8,222.25,3.609375,225,0,0,0,0,9.656930852,15.25620686,0.753400922
1090,mp-76,225,12.06032892,7000,38,38,0,38,0,38,8,8,0,8,0,8,87.62,87.62,0,87.62,0,87.62,1050,1050,0,1050,0,1050,2,2,0,2,0,2,5,5,0,5,0,5,195,195,0,195,0,195,0.95,0.95,0,0.95,0,0.95,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.23,54.23,0,54.23,0,54.23,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,2.677550957,54.33936946,0.616685876
1091,mp-7631,186,213.0985769,7000,6,14,8,10,4,6,77,78,1,77.5,0.5,77,12.0107,28.0855,16.0748,20.0481,8.0374,12.0107,1687,3823,2136,2755,1068,1687,14,14,0,14,0,14,2,3,1,2.5,0.5,2,76,111,35,93.5,17.5,76,1.9,2.55,0.65,2.225,0.325,1.9,2,2,0,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,5.64,20.44,14.8,13.04,7.4,5.64,0.773,4.496,3.723,2.6345,1.8615,0.773,0,0,0,0,0,0,194,227,33,210.5,16.5,194,-4,4,8,5.656854249,3.174405231,10.48720951,0.334313661
1092,mp-7704,164,61.78091391,7000,13,20,7,14.8,2.08,13,7,78,71,61.8,21.92,73,26.9815386,40.078,13.0964614,30.04241544,4.014233824,26.9815386,933.47,1687,753.53,1271.188,332.6496,933.47,2,14,12,11.2,3.68,13,3,4,1,3.2,0.32,3,111,176,65,128,19.2,111,1,1.9,0.9,1.604,0.2416,1.61,2,2,0,2,0,2,0,2,2,1.2,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.2,0.64,3,0,0,0,0,0,0,0,5,5,3.6,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3.6,1.44,4,16.48,37.77,21.29,22.322,6.1792,16.48,0,0.773,0.773,0.3092,0.37104,0,0,0,0,0,0,0,225,227,2,225.8,0.96,225,-4,3,7,4.107919181,2.347568778,21.25032679,0.488858795
1093,mp-771,123,132.9664895,7000,13,25,12,19,6,13,52,73,21,62.5,10.5,52,26.9815386,54.938045,27.9565064,40.9597918,13.9782532,26.9815386,933.47,1519,585.53,1226.235,292.765,933.47,7,13,6,10,3,7,3,4,1,3.5,0.5,3,121,139,18,130,9,121,1.55,1.61,0.06,1.58,0.03,1.55,2,2,0,2,0,2,0,1,1,0.5,0.5,0,0,5,5,2.5,2.5,0,0,0,0,0,0,0,3,7,4,5,2,3,0,0,0,0,0,0,0,5,5,2.5,2.5,0,0,5,5,2.5,2.5,0,0,0,0,0,0,0,5,5,0,5,0,5,10.48758621,16.48,5.992413793,13.4837931,2.996206897,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.00015506,0.00015506,0,217,225,8,221,4,217,0,0,0,0,5.14174161,13.228073,0.743693779
1094,mp-7753,221,139.7428971,20000,12,46,34,37.5,12.75,46,62,68,6,63.5,2.25,62,24.305,106.42,82.115,85.89125,30.793125,106.42,923,1828.05,905.05,1601.7875,339.39375,1828.05,2,10,8,8,3,10,3,5,2,4.5,0.75,5,139,141,2,139.5,0.75,139,1.31,2.2,0.89,1.9775,0.33375,2.2,0,2,2,0.5,0.75,0,0,0,0,0,0,0,0,10,10,7.5,3.75,10,0,0,0,0,0,0,2,10,8,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,22.89,8.48,16.53,3.18,14.41,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,217.25,11.625,225,0,0,0,0,9.078023417,15.71110442,0.773645293
1095,mp-7822,193,89.09768298,7000,14,21,7,18.375,3.28125,21,11,78,67,36.125,31.40625,11,28.0855,44.955912,16.870412,38.6295075,7.908005625,44.955912,1687,1814,127,1766.375,59.53125,1814,3,14,11,7.125,5.15625,3,3,4,1,3.625,0.46875,4,111,170,59,147.875,27.65625,170,1.36,1.9,0.54,1.5625,0.253125,1.36,2,2,0,2,0,2,0,2,2,0.75,0.9375,0,0,1,1,0.625,0.46875,1,0,0,0,0,0,0,3,4,1,3.375,0.46875,3,0,0,0,0,0,0,0,4,4,1.5,1.875,0,0,9,9,5.625,4.21875,9,0,0,0,0,0,0,4,9,5,7.125,2.34375,9,20.44,22.235,1.795,21.561875,0.84140625,22.235,0,0.773,0.773,0.289875,0.36234375,0,0,6.35E-06,6.35E-06,3.97E-06,2.98E-06,6.35E-06,194,227,33,206.375,15.46875,194,-4,3,7,3.854496447,3.256600671,19.69716639,0.650552094
1096,mp-7851,166,248.0944288,7000,27,73,46,38.5,17.25,27,48,58,10,55.5,3.75,58,58.933195,180.94788,122.014685,89.43686625,45.75550687,58.933195,1768,3290,1522,2148.5,570.75,1768,5,9,4,8,1.5,9,4,6,2,4.5,0.75,4,126,170,44,137,16.5,126,1.5,1.88,0.38,1.785,0.1425,1.88,2,2,0,2,0,2,0,0,0,0,0,0,3,7,4,6,1.5,7,0,14,14,3.5,5.25,0,9,19,10,11.5,3.75,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,1.5,3,0,0,0,0,0,0,3,7,4,4,1.5,3,10.245,18.12,7.875,12.21375,2.953125,10.245,0,0,0,0,0,0,0,1.5484712,1.5484712,1.1613534,0.5806767,1.5484712,194,229,35,202.75,13.125,194,0,0,0,0,12.34727479,12.02803133,0.908046243
1097,mp-7857,62,207.1578602,7000,5,22,17,13.5,8.5,5,43,72,29,57.5,14.5,43,10.811,47.867,37.056,29.339,18.528,10.811,1941,2348,407,2144.5,203.5,1941,4,13,9,8.5,4.5,4,2,4,2,3,1,2,84,160,76,122,38,84,1.54,2.04,0.5,1.79,0.25,1.54,2,2,0,2,0,2,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,0,0,0,0,0,3,4,1,3.5,0.5,3,0,0,0,0,0,0,0,5,5,2.5,2.5,0,0,8,8,4,4,0,0,0,0,0,0,0,5,8,3,6.5,1.5,5,7.1725,16.69,9.5175,11.93125,4.75875,7.1725,0,1.524,1.524,0.762,0.762,0,0,2.25E-05,2.25E-05,1.13E-05,1.13E-05,0,166,194,28,180,14,166,-3,3,6,4.242640687,4.565689291,10.67058045,0.659124458
1098,mp-786,194,53.6577153,7000,25,51,26,38,13,25,52,85,33,68.5,16.5,52,54.938045,121.76,66.821955,88.3490225,33.4109775,54.938045,903.78,1519,615.22,1211.39,307.61,903.78,7,15,8,11,4,7,4,5,1,4.5,0.5,4,139,139,0,139,0,139,1.55,2.05,0.5,1.8,0.25,1.55,2,2,0,2,0,2,0,3,3,1.5,1.5,0,5,10,5,7.5,2.5,5,0,0,0,0,0,0,7,15,8,11,4,7,0,0,0,0,0,0,0,3,3,1.5,1.5,0,0,5,5,2.5,2.5,0,0,0,0,0,0,0,3,5,2,4,1,3,10.48758621,31.56,21.07241379,21.0237931,10.5362069,10.48758621,0,0,0,0,0,0,0,0.000310121,0.000310121,0.00015506,0.00015506,0,166,217,51,191.5,25.5,166,-2,2,4,2.828427125,7.210554742,20.34614621,0.59628223
1099,mp-79,194,66.66594186,7000,30,30,0,30,0,30,69,69,0,69,0,69,65.38,65.38,0,65.38,0,65.38,692.68,692.68,0,692.68,0,692.68,12,12,0,12,0,12,4,4,0,4,0,4,122,122,0,122,0,122,1.65,1.65,0,1.65,0,1.65,2,2,0,2,0,2,0,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,13.96,0,13.96,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194,0,0,0,0,7.116311919,15.26270901,0.675240201
1100,mp-7948,198,246.269738,7000,14,75,61,44.5,30.5,14,54,78,24,66,12,54,28.0855,186.207,158.1215,107.14625,79.06075,28.0855,1687,3459,1772,2573,886,1687,7,14,7,10.5,3.5,7,3,6,3,4.5,1.5,3,111,151,40,131,20,111,1.9,1.9,0,1.9,0,1.9,2,2,0,2,0,2,0,2,2,1,1,0,0,5,5,2.5,2.5,0,0,14,14,7,7,0,4,21,17,12.5,8.5,4,0,0,0,0,0,0,0,4,4,2,2,0,0,5,5,2.5,2.5,0,0,0,0,0,0,0,4,5,1,4.5,0.5,4,14.655,20.44,5.785,17.5475,2.8925,14.655,0,0.773,0.773,0.3865,0.3865,0,0,0,0,0,0,0,194,227,33,210.5,16.5,194,-4,4,8,5.656854249,12.82141679,13.87682298,0.572222997
1101,mp-795,88,52.04381063,7000,3,14,11,8.5,5.5,3,1,78,77,39.5,38.5,1,6.941,28.0855,21.1445,17.51325,10.57225,6.941,453.69,1687,1233.31,1070.345,616.655,453.69,1,14,13,7.5,6.5,1,2,3,1,2.5,0.5,2,111,128,17,119.5,8.5,111,0.98,1.9,0.92,1.44,0.46,0.98,1,2,1,1.5,0.5,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.5,1.5,1,0,1,1,0.5,0.5,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.5,1.5,1,16.59333333,20.44,3.846666667,18.51666667,1.923333333,16.59333333,0,0.773,0.773,0.3865,0.3865,0,0,0,0,0,0,0,227,229,2,228,1,227,0,0,0,0,1.853347931,15.69129836,0.584570183
1102,mp-7955,194,27.76187858,7000,3,51,48,15,18,3,1,85,84,22,31.5,1,6.941,121.76,114.819,35.64575,43.057125,6.941,453.69,903.78,450.09,566.2125,168.78375,453.69,1,15,14,4.5,5.25,1,2,5,3,2.75,1.125,2,128,139,11,130.75,4.125,128,0.98,2.05,1.07,1.2475,0.40125,0.98,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,15,14,4.5,5.25,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,16.59333333,31.56,14.96666667,20.335,5.6125,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,213.25,23.625,229,-3,1,4,2.828427125,2.973568881,19.9057637,0.641525275
1103,mp-8,194,365.0859237,7000,75,75,0,75,0,75,54,54,0,54,0,54,186.207,186.207,0,186.207,0,186.207,3459,3459,0,3459,0,3459,7,7,0,7,0,7,6,6,0,6,0,6,151,151,0,151,0,151,1.9,1.9,0,1.9,0,1.9,2,2,0,2,0,2,0,0,0,0,0,0,5,5,0,5,0,5,14,14,0,14,0,14,21,21,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,14.655,14.655,0,14.655,0,14.655,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194,0,0,0,0,20.49992107,15.08317968,0.683277327
1104,mp-801,223,291.9445305,7000,42,76,34,50.5,12.75,42,50,57,7,51.75,2.625,50,95.96,190.23,94.27,119.5275,35.35125,95.96,2896,3306,410,2998.5,153.75,2896,6,8,2,6.5,0.75,6,5,6,1,5.25,0.375,5,144,154,10,151.5,3.75,154,2.16,2.2,0.04,2.17,0.015,2.16,1,2,1,1.25,0.375,1,0,0,0,0,0,0,5,6,1,5.25,0.375,5,0,14,14,3.5,5.25,0,6,22,16,10,6,6,0,1,1,0.75,0.375,1,0,0,0,0,0,0,4,5,1,4.75,0.375,5,0,0,0,0,0,0,4,6,2,5.5,0.75,6,14.09,15.69,1.6,15.29,0.6,15.69,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,220.25,13.125,229,0,0,0,0,12.6701197,15.66324366,0.758350644
1105,mp-804,186,171.7128782,7000,7,31,24,19,12,7,74,82,8,78,4,74,14.0067,69.723,55.7163,41.86485,27.85815,14.0067,63.05,302.91,239.86,182.98,119.93,63.05,13,15,2,14,1,13,2,4,2,3,1,2,71,122,51,96.5,25.5,71,1.81,3.04,1.23,2.425,0.615,1.81,2,2,0,2,0,2,1,3,2,2,1,1,0,10,10,5,5,0,0,0,0,0,0,0,5,13,8,9,4,5,0,0,0,0,0,0,3,5,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1,3,14.76875,18.8575,4.08875,16.813125,2.044375,14.76875,0,6.437,6.437,3.2185,3.2185,0,0,0,0,0,0,0,64,194,130,129,65,64,-3,3,6,4.242640687,5.931218781,11.72073066,0.441658412
1106,mp-8062,216,211.3800171,7000,6,14,8,10,4,6,77,78,1,77.5,0.5,77,12.0107,28.0855,16.0748,20.0481,8.0374,12.0107,1687,3823,2136,2755,1068,1687,14,14,0,14,0,14,2,3,1,2.5,0.5,2,76,111,35,93.5,17.5,76,1.9,2.55,0.65,2.225,0.325,1.9,2,2,0,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,5.64,20.44,14.8,13.04,7.4,5.64,0.773,4.496,3.723,2.6345,1.8615,0.773,0,0,0,0,0,0,194,227,33,210.5,16.5,194,-4,4,8,5.656854249,3.172650625,10.49300937,0.334128874
1107,mp-8126,194,90.4731515,7000,14,39,25,27.33333333,8.888888889,14,12,78,66,51.33333333,26.22222222,12,28.0855,88.90585,60.82035,60.17911667,21.39574444,28.0855,1357.77,1799,441.23,1614.59,171.2133333,1357.77,3,14,11,9.333333333,4.222222222,3,3,5,2,4,0.666666667,3,111,190,79,144.3333333,30.44444444,111,1.22,1.9,0.68,1.673333333,0.302222222,1.22,1,2,1,1.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,10,10,3.666666667,4.222222222,0,0,0,0,0,0,0,3,11,8,6,3.333333333,3,0,1,1,0.333333333,0.444444444,0,0,4,4,1.333333333,1.777777778,0,0,9,9,3,4,0,0,0,0,0,0,0,1,9,8,4.666666667,2.888888889,1,11.07,32.365,21.295,21.29166667,7.382222222,11.07,0,0.773,0.773,0.257666667,0.343555556,0,0,0,0,0,0,0,194,227,33,215.3333333,14.22222222,194,-4,3,7,3.605551275,5.323295529,18.77216323,0.715781455
1108,mp-813,227,87.80571068,7000,13,21,8,15.66666667,3.555555556,13,11,73,62,52.33333333,27.55555556,73,26.9815386,44.955912,17.9743734,32.9729964,7.9886104,26.9815386,933.47,1814,880.53,1226.98,391.3466667,933.47,3,13,10,9.666666667,4.444444444,13,3,4,1,3.333333333,0.444444444,3,121,170,49,137.3333333,21.77777778,121,1.36,1.61,0.25,1.526666667,0.111111111,1.61,2,2,0,2,0,2,0,1,1,0.666666667,0.444444444,1,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,5,5,3.333333333,2.222222222,5,0,9,9,3,4,0,0,0,0,0,0,0,5,9,4,6.333333333,1.777777778,5,16.48,22.235,5.755,18.39833333,2.557777778,16.48,0,0,0,0,0,0,0,6.35E-06,6.35E-06,2.12E-06,2.82E-06,0,194,225,31,214.6666667,13.77777778,225,0,0,0,0,3.008243723,18.20096802,0.613882119
1109,mp-818,62,195.086041,7000,14,45,31,29.5,15.5,14,59,78,19,68.5,9.5,59,28.0855,102.9055,74.82,65.4955,37.41,28.0855,1687,2237,550,1962,275,1687,9,14,5,11.5,2.5,9,3,5,2,4,1,3,111,142,31,126.5,15.5,111,1.9,2.28,0.38,2.09,0.19,1.9,1,2,1,1.5,0.5,1,0,2,2,1,1,0,0,8,8,4,4,0,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,1,1,0.5,0.5,0,0,4,4,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,3,4,1,3.5,0.5,3,13.64,20.44,6.8,17.04,3.4,13.64,0,0.773,0.773,0.3865,0.3865,0,0,0,0,0,0,0,225,227,2,226,1,225,-4,4,8,5.656854249,7.767231474,14.00213642,0.567101833
1110,mp-819,227,190.5163594,7000,24,72,48,40,21.33333333,24,45,49,4,47.66666667,1.777777778,49,51.9961,178.49,126.4939,94.16073333,56.21951111,51.9961,2180,2506,326,2288.666667,144.8888889,2180,4,6,2,5.333333333,0.888888889,6,4,6,2,4.666666667,0.888888889,4,139,175,36,151,16,139,1.3,1.66,0.36,1.54,0.16,1.66,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,2,5,3,4,1.333333333,5,0,14,14,4.666666667,6.222222222,0,6,18,12,10,5.333333333,6,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,5,8,3,6,1.333333333,5,0,0,0,0,0,0,6,8,2,6.666666667,0.888888889,6,11.19,22.2,11.01,14.86,4.893333333,11.19,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,217.3333333,15.55555556,229,0,0,0,0,10.51077542,14.87593137,0.864631841
1111,mp-82,194,26.37761926,7000,81,81,0,81,0,81,76,76,0,76,0,76,204.3833,204.3833,0,204.3833,0,204.3833,577,577,0,577,0,577,13,13,0,13,0,13,6,6,0,6,0,6,145,145,0,145,0,145,1.62,1.62,0,1.62,0,1.62,2,2,0,2,0,2,1,1,0,1,0,1,10,10,0,10,0,10,14,14,0,14,0,14,27,27,0,27,0,27,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,26.91,26.91,0,26.91,0,26.91,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194,0,0,0,0,10.75432849,31.55812556,0.910412501
1112,mp-823,221,163.1720256,7000,22,27,5,24.5,2.5,22,43,58,15,50.5,7.5,43,47.867,58.933195,11.066195,53.4000975,5.5330975,47.867,1768,1941,173,1854.5,86.5,1768,4,9,5,6.5,2.5,4,4,4,0,4,0,4,126,160,34,143,17,126,1.54,1.88,0.34,1.71,0.17,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,7,5,4.5,2.5,2,0,0,0,0,0,0,4,9,5,6.5,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5.5,2.5,3,0,0,0,0,0,0,3,8,5,5.5,2.5,3,10.245,16.69,6.445,13.4675,3.2225,10.245,0,0,0,0,0,0,2.25E-05,1.5484712,1.548448667,0.774246867,0.774224333,2.25E-05,194,194,0,194,0,194,0,0,0,0,6.688635689,13.25725466,0.822192663
1113,mp-829,221,156.4233881,7000,13,46,33,29.5,16.5,13,62,73,11,67.5,5.5,62,26.9815386,106.42,79.4384614,66.7007693,39.7192307,26.9815386,933.47,1828.05,894.58,1380.76,447.29,933.47,10,13,3,11.5,1.5,10,3,5,2,4,1,3,121,139,18,130,9,121,1.61,2.2,0.59,1.905,0.295,1.61,0,2,2,1,1,0,0,1,1,0.5,0.5,0,0,10,10,5,5,0,0,0,0,0,0,0,3,10,7,6.5,3.5,3,0,0,0,0,0,0,0,5,5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.5,2.5,0,14.41,16.48,2.07,15.445,1.035,14.41,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,7.588188745,14.59626732,0.67398297
1114,mp-833,227,94.25472432,7000,20,46,26,37.33333333,11.55555556,46,7,62,55,43.66666667,24.44444444,62,40.078,106.42,66.342,84.306,29.48533333,106.42,1115,1828.05,713.05,1590.366667,316.9111111,1828.05,2,10,8,7.333333333,3.555555556,10,4,5,1,4.666666667,0.444444444,5,139,176,37,151.3333333,16.44444444,139,1,2.2,1.2,1.8,0.533333333,2.2,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,10,10,6.666666667,4.444444444,10,0,0,0,0,0,0,2,10,8,7.333333333,3.555555556,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,37.77,23.36,22.19666667,10.38222222,14.41,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,7.200721568,19.44157998,0.812984424
1115,mp-8372,164,59.683051,7000,14,20,6,16,2.666666667,14,7,78,71,54.33333333,31.55555556,78,28.0855,40.078,11.9925,32.083,5.33,28.0855,1115,1687,572,1496.333333,254.2222222,1687,2,14,12,10,5.333333333,14,3,4,1,3.333333333,0.444444444,3,111,176,65,132.6666667,28.88888889,111,1,1.9,0.9,1.6,0.4,1.9,2,2,0,2,0,2,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3.333333333,0.888888889,4,0,0,0,0,0,0,0,4,4,2.666666667,1.777777778,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.666666667,1.777777778,4,20.44,37.77,17.33,26.21666667,7.702222222,20.44,0,0.773,0.773,0.515333333,0.343555556,0.773,0,0,0,0,0,0,225,227,2,226.3333333,0.888888889,227,0,0,0,0,2.466254574,21.60161184,0.549026685
1116,mp-839,223,186.3335874,7000,23,79,56,37,21,23,46,66,20,51,7.5,46,50.9415,196.966569,146.025069,87.44776725,54.75940088,50.9415,1337.33,2183,845.67,1971.5825,317.12625,2183,5,11,6,6.5,2.25,5,4,6,2,4.5,0.75,4,136,153,17,148.75,6.375,153,1.63,2.54,0.91,1.8575,0.34125,1.63,1,2,1,1.75,0.375,2,0,0,0,0,0,0,3,10,7,4.75,2.625,3,0,14,14,3.5,5.25,0,5,25,20,10,7.5,5,0,1,1,0.25,0.375,0,0,0,0,0,0,0,0,7,7,5.25,2.625,7,0,0,0,0,0,0,1,7,6,5.5,2.25,7,13.01,16.7,3.69,13.9325,1.38375,13.01,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,228,1.5,229,0,0,0,0,9.996263174,14.52647144,0.709463048
1117,mp-841,194,72.768,1000,3,8,5,5.5,2.5,3,1,87,86,44,43,1,6.941,15.9994,9.0584,11.4702,4.5292,6.941,54.8,453.69,398.89,254.245,199.445,54.8,1,16,15,8.5,7.5,1,2,2,0,2,0,2,66,128,62,97,31,66,0.98,3.44,2.46,2.21,1.23,0.98,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3.5,2.5,1,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,1,9.105,16.59333333,7.488333333,12.84916667,3.744166667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.5,108.5,12,0,0,0,0,2.262554555,8.418234537,0.812214792
1118,mp-842,227,132.0346504,7000,20,78,58,58.66666667,25.77777778,78,7,63,56,44.33333333,24.88888889,63,40.078,195.084,155.006,143.4153333,68.89155556,195.084,1115,2041.4,926.4,1732.6,411.7333333,2041.4,2,10,8,7.333333333,3.555555556,10,4,6,2,5.333333333,0.888888889,6,136,176,40,149.3333333,17.77777778,136,1,2.28,1.28,1.853333333,0.568888889,2.28,1,2,1,1.333333333,0.444444444,1,0,0,0,0,0,0,0,9,9,6,4,9,0,14,14,9.333333333,6.222222222,14,2,24,22,16.66666667,9.777777778,24,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,15.02,37.77,22.75,22.60333333,10.11111111,15.02,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,12.40199858,19.20228893,0.781868836
